id,name,parent_id,color,label_tree_id,source_id,rank,scientificname,status,valid_AphiaID,valid_name,valid_rank
443113,Substrate,,f26f55,3270,,Arbitrary,,,,,
443114,Substrate_A,443113,f26f55,3270,,Arbitrary,,,,,
443115,Substrate_B,443113,f26f55,3270,,Arbitrary,,,,,
443116,Substrate_C,443113,f26f55,3270,,Arbitrary,,,,,
443117,Bedrock,443114,f26f55,3270,,Arbitrary,,,,,
443118,Boulders,443114,f26f55,3270,,Arbitrary,,,,,
443119,Cobbles,443114,f26f55,3270,,Arbitrary,,,,,
443120,Pebbles,443114,f26f55,3270,,Arbitrary,,,,,
443121,Gravel,443114,f26f55,3270,,Arbitrary,,,,,
443122,Sand,443114,f26f55,3270,,Arbitrary,,,,,
443123,Muddy sed,443114,f26f55,3270,,Arbitrary,,,,,
443124,Sulphidic sed.,443114,f26f55,3270,,Arbitrary,,,,,
443125,bacterial mat,443116,f26f55,3270,,Arbitrary,,,,,
443126,outcrop,443115,f26f55,3270,,Arbitrary,,,,,
443127,smooth,443115,f26f55,3270,,Arbitrary,,,,,
443128,irregular,443115,f26f55,3270,,Arbitrary,,,,,
443129,waves,443115,f26f55,3270,,Arbitrary,,,,,
443130,ripples,443115,f26f55,3270,,Arbitrary,,,,,
443131,flat,443115,f26f55,3270,,Arbitrary,,,,,
443132,mud overlay,443115,f26f55,3270,,Arbitrary,,,,,
443133,sand overlay,443115,f26f55,3270,,Arbitrary,,,,,
443134,cobble overlay,443115,f26f55,3270,,Arbitrary,,,,,
443135,Epifauna high,443116,f26f55,3270,,Arbitrary,,,,,
443136,Epifauna low,443116,f26f55,3270,,Arbitrary,,,,,
443137,Anthropogenic,,b830f2,3270,,Arbitrary,,,,,
443138,Trawl Marks,443137,b830f2,3270,,Arbitrary,,,,,
443139,Fishing gear,443137,b830f2,3270,,Arbitrary,,,,,
443140,Rubbish,443137,b830f2,3270,,Arbitrary,,,,,
443141,OBSCURED,443114,f26f55,3270,,Arbitrary,,,,,
443146,Biota,,30c8f2,3270,1,Superdomain,Biota,accepted,1,Biota,Superdomain
443147,Animalia,443146,30c8f2,3270,2,Kingdom,Animalia,accepted,2,Animalia,Kingdom
443148,Chordata,443147,30c8f2,3270,1821,Phylum,Chordata,accepted,1821,Chordata,Phylum
443149,Vertebrata,443148,30c8f2,3270,146419,Subphylum,Vertebrata,accepted,146419,Vertebrata,Subphylum
443150,Gnathostomata,443149,30c8f2,3270,1828,Infraphylum,Gnathostomata,accepted,1828,Gnathostomata,Infraphylum
443151,Osteichthyes,443150,30c8f2,3270,152352,Parvphylum,Osteichthyes,accepted,152352,Osteichthyes,Parvphylum
443152,Actinopterygii,443151,30c8f2,3270,10194,Gigaclass,Actinopterygii,accepted,10194,Actinopterygii,Gigaclass
443153,Actinopteri,443152,30c8f2,3270,843664,Superclass,Actinopteri,accepted,843664,Actinopteri,Superclass
443154,Teleostei,443153,30c8f2,3270,293496,Class,Teleostei,accepted,293496,Teleostei,Class
443155,Perciformes,443154,30c8f2,3270,11014,Order,Perciformes,accepted,11014,Perciformes,Order
443156,Notothenioidei,443155,30c8f2,3270,151728,Suborder,Notothenioidei,accepted,151728,Notothenioidei,Suborder
443157,Nototheniidae,443156,30c8f2,3270,151404,Family,Nototheniidae,accepted,151404,Nototheniidae,Family
443158,Fish,,e645b5,3270,,Arbitrary,,,,,
443159,Pogos,443158,e645b5,3270,,Arbitrary,,,,,
443160,Nototheniids,443157,bbaaaa,3270,,Arbitrary,,,,,
443161,Channichthyidae,443156,30c8f2,3270,234518,Family,Channichthyidae,accepted,234518,Channichthyidae,Family
443162,Icefish,443161,bbaaaa,3270,,Arbitrary,,,,,
443163,Echinodermata,443147,2ee693,3270,1806,Phylum,Echinodermata,accepted,1806,Echinodermata,Phylum
443164,Asterozoa,443163,2ee693,3270,148743,Subphylum,Asterozoa,accepted,148743,Asterozoa,Subphylum
443165,Asteroidea,443164,2ee693,3270,123080,Class,Asteroidea,accepted,123080,Asteroidea,Class
443166,Asteroid,443165,bbaaaa,3270,,Arbitrary,,,,,
443167,Ophiuroidea,443164,2ee693,3270,123084,Class,Ophiuroidea,accepted,123084,Ophiuroidea,Class
443168,Ophiuroid,443167,bbaaaa,3270,,Arbitrary,,,,,
443169,Echinozoa,443163,2cdd8d,3270,148744,Subphylum,Echinozoa,accepted,148744,Echinozoa,Subphylum
443170,Echinoidea,443169,2ee592,3270,123082,Class,Echinoidea,accepted,123082,Echinoidea,Class
443171,Echinoid,443170,bbaaaa,3270,,Arbitrary,,,,,
443172,Holothuroidea,443169,2ee592,3270,123083,Class,Holothuroidea,accepted,123083,Holothuroidea,Class
443173,Holothurian,443172,bbaaaa,3270,,Arbitrary,,,,,
443174,Crinozoa,443163,2ee592,3270,147423,Subphylum,Crinozoa,accepted,147423,Crinozoa,Subphylum
443175,Crinoidea,443174,2ee592,3270,123081,Class,Crinoidea,accepted,123081,Crinoidea,Class
443176,Crinoid,443175,bbaaaa,3270,,Arbitrary,,,,,
443177,Arthropoda,443147,f230b8,3270,1065,Phylum,Arthropoda,accepted,1065,Arthropoda,Phylum
443178,Crustacea,443177,f230b8,3270,1066,Subphylum,Crustacea,accepted,1066,Crustacea,Subphylum
443179,Multicrustacea,443178,f230b8,3270,845959,Superclass,Multicrustacea,accepted,845959,Multicrustacea,Superclass
443180,Malacostraca,443179,f230b8,3270,1071,Class,Malacostraca,accepted,1071,Malacostraca,Class
443181,Crustacean (lobster),443180,bbaaaa,3270,,Arbitrary,,,,,
443182,Eumalacostraca,443180,f230b8,3270,1086,Subclass,Eumalacostraca,accepted,1086,Eumalacostraca,Subclass
443183,Eucarida,443182,f230b8,3270,1089,Superorder,Eucarida,accepted,1089,Eucarida,Superorder
443184,Decapoda,443183,f230b8,3270,1130,Order,Decapoda,accepted,1130,Decapoda,Order
443185,Pleocyemata,443184,f230b8,3270,106670,Suborder,Pleocyemata,accepted,106670,Pleocyemata,Suborder
443186,Brachyura,443185,f230b8,3270,106673,Infraorder,Brachyura,accepted,106673,Brachyura,Infraorder
443187,Crustacean (crab),443186,bbaaaa,3270,,Arbitrary,,,,,
443188,Anomura,443185,f230b8,3270,106671,Infraorder,Anomura,accepted,106671,Anomura,Infraorder
443189,Paguroidea,443188,f230b8,3270,106687,Superfamily,Paguroidea,accepted,106687,Paguroidea,Superfamily
443190,Paguridae,443189,f230b8,3270,106738,Family,Paguridae,accepted,106738,Paguridae,Family
443191,Crustacean (pagurid),443190,bbaaaa,3270,,Arbitrary,,,,,
443192,Caridea,443185,f255c3,3270,106674,Infraorder,Caridea,accepted,106674,Caridea,Infraorder
443193,Crustacean (shrimp),443192,bbaaaa,3270,,Arbitrary,,,,,
443194,Peracarida,443182,f230b8,3270,1090,Superorder,Peracarida,accepted,1090,Peracarida,Superorder
443195,Crustacean (peracarid),443194,bbaaaa,3270,,Arbitrary,,,,,
443196,Galatheoidea,443188,f230b8,3270,106685,Superfamily,Galatheoidea,accepted,106685,Galatheoidea,Superfamily
443197,Galatheidae,443196,f230b8,3270,106733,Family,Galatheidae,accepted,106733,Galatheidae,Family
443198,Crustacean (galatheid/Chirostylidae),443197,bbaaaa,3270,,Arbitrary,,,,,
443199,Astacidea,443185,f230b8,3270,106672,Infraorder,Astacidea,accepted,106672,Astacidea,Infraorder
443200,Nephropoidea,443199,f230b8,3270,155750,Superfamily,Nephropoidea,accepted,155750,Nephropoidea,Superfamily
443201,Nephropidae,443200,f230b8,3270,106741,Family,Nephropidae,accepted,106741,Nephropidae,Family
443202,Metanephrops,443201,f230b8,3270,206076,Genus,Metanephrops,accepted,206076,Metanephrops,Genus
443203,Metanephrops challengeri,443202,f230b8,3270,382850,Species,Metanephrops challengeri,accepted,382850,Metanephrops challengeri,Species
443204,Crustacean (scampi),443203,bbaaaa,3270,,Arbitrary,,,,,
443205,Mollusca,443147,f2d649,3270,51,Phylum,Mollusca,accepted,51,Mollusca,Phylum
443206,Gastropoda,443205,f2d649,3270,101,Class,Gastropoda,accepted,101,Gastropoda,Class
443207,Mollusc (gastropod),443206,bbaaaa,3270,,Arbitrary,,,,,
443208,Cephalopoda,443205,f2d649,3270,11707,Class,Cephalopoda,accepted,11707,Cephalopoda,Class
443209,Mollusc (cephalopod),443208,bbaaaa,3270,,Arbitrary,,,,,
443210,Heterobranchia,443206,f2d649,3270,14712,Subclass,Heterobranchia,accepted,14712,Heterobranchia,Subclass
443211,Opisthobranchia,443210,f2d649,3270,382226,Infraclass,Opisthobranchia,taxon inquirendum,382226,Opisthobranchia,Infraclass
443212,Mollusc (opisthobranch),443211,bbaaaa,3270,,Arbitrary,,,,,
443213,Nemertea,443147,f28f0c,3270,152391,Phylum,Nemertea,accepted,152391,Nemertea,Phylum
443214,Nemertean,443213,bbaaaa,3270,,Arbitrary,,,,,
443215,Annelida,443147,94ff4d,3270,882,Phylum,Annelida,accepted,882,Annelida,Phylum
443216,Polychaeta,443215,94ff4d,3270,883,Class,Polychaeta,accepted,883,Polychaeta,Class
443217,Polychaete (errant),443216,bbaaaa,3270,,Arbitrary,,,,,
443218,Worm (indeterminate),443215,bbaaaa,3270,,Arbitrary,,,,,
443219,Chelicerata,443177,f230b8,3270,1274,Subphylum,Chelicerata,accepted,1274,Chelicerata,Subphylum
443220,Pycnogonida,443219,f230b8,3270,1302,Class,Pycnogonida,accepted,1302,Pycnogonida,Class
443221,Pycnogonid,443220,bbaaaa,3270,,Arbitrary,,,,,
443222,Ambuloasteroidea,443165,2ee693,3270,1562575,Subclass,Ambuloasteroidea,accepted,1562575,Ambuloasteroidea,Subclass
443223,Neoasteroidea,443222,2ee693,3270,1562576,Infraclass,Neoasteroidea,accepted,1562576,Neoasteroidea,Infraclass
443224,Forcipulatacea,443223,2ee693,3270,582527,Superorder,Forcipulatacea,accepted,582527,Forcipulatacea,Superorder
443225,Brisingida,443224,2ee693,3270,123085,Order,Brisingida,accepted,123085,Brisingida,Order
443226,Scaphopoda,443205,f2d649,3270,104,Class,Scaphopoda,accepted,104,Scaphopoda,Class
443227,Polychelida,443185,f230b8,3270,383015,Infraorder,Polychelida,accepted,383015,Polychelida,Infraorder
443228,Eryonoidea,443227,f230b8,3270,383016,Superfamily,Eryonoidea,accepted,383016,Eryonoidea,Superfamily
443229,Polychelidae,443228,f230b8,3270,106793,Family,Polychelidae,accepted,106793,Polychelidae,Family
443230,Crustacean (polychelidae),443229,bbaaaa,3270,,Arbitrary,,,,,
443231,Euphausiacea,443183,f230b8,3270,1128,Order,Euphausiacea,accepted,1128,Euphausiacea,Order
443232,Mysidacea,443194,f230b8,3270,2824,Order,Mysidacea,unaccepted,149668,Mysida,Order
443233,Amphipoda,443194,f230b8,3270,1135,Order,Amphipoda,accepted,1135,Amphipoda,Order
443234,Isopoda,443194,f230b8,3270,1131,Order,Isopoda,accepted,1131,Isopoda,Order
443235,Coleoidea,443208,f2d649,3270,11709,Subclass,Coleoidea,accepted,11709,Coleoidea,Subclass
443236,Octopodiformes,443235,f2d649,3270,325343,Superorder,Octopodiformes,accepted,325343,Octopodiformes,Superorder
443237,Octopoda,443236,f2d649,3270,11718,Order,Octopoda,accepted,11718,Octopoda,Order
443238,Mollusc (octopod),443237,bbaaaa,3270,,Arbitrary,,,,,
443239,Vampyromorpha,443236,f2d649,3270,11717,Order,Vampyromorpha,accepted,11717,Vampyromorpha,Order
443240,Vampyroteuthidae,443239,f2d649,3270,11775,Family,Vampyroteuthidae,accepted,11775,Vampyroteuthidae,Family
443241,Vampyroteuthis,443240,f2d649,3270,138623,Genus,Vampyroteuthis,accepted,138623,Vampyroteuthis,Genus
443242,Mollusc (vampire squid),443241,bbaaaa,3270,,Arbitrary,,,,,
443243,Hemichordata,443147,3d8bf2,3270,1818,Phylum,Hemichordata,accepted,1818,Hemichordata,Phylum
443244,Hemichordate,443243,bbaaaa,3270,,Arbitrary,,,,,
443245,Errantia,443216,94ff4d,3270,754174,Subclass,Errantia,accepted,754174,Errantia,Subclass
443246,Eunicida,443245,94ff4d,3270,895,Order,Eunicida,accepted,895,Eunicida,Order
443247,Onuphidae,443246,94ff4d,3270,965,Family,Onuphidae,accepted,965,Onuphidae,Family
443248,Hyalinoeciinae,443247,94ff4d,3270,298366,Subfamily,Hyalinoeciinae,accepted,298366,Hyalinoeciinae,Subfamily
443249,Hyalinoecia,443248,94ff4d,3270,129400,Genus,Hyalinoecia,accepted,129400,Hyalinoecia,Genus
443250,Hyalinoecia longibranchiata,443249,94ff4d,3270,1591579,Species,Hyalinoecia longibranchiata,accepted,1591579,Hyalinoecia longibranchiata,Species
443251,Quill worm,443250,bbaaaa,3270,,Arbitrary,,,,,
443252,Porifera,443147,ba66ff,3270,558,Phylum,Porifera,accepted,558,Porifera,Phylum
443253,Hexactinellida,443252,ba66ff,3270,22612,Class,Hexactinellida,accepted,22612,Hexactinellida,Class
443254,Hexasterophora,443253,ba66ff,3270,131590,Subclass,Hexasterophora,accepted,131590,Hexasterophora,Subclass
443255,Hexactinosida,443254,ba66ff,3270,171628,Order,Hexactinosida,unaccepted,605841,Sceptrulophora,Order
443256,Cnidaria,443147,c50707,3270,1267,Phylum,Cnidaria,accepted,1267,Cnidaria,Phylum
443257,Anthozoa,443256,c50707,3270,1292,Subphylum,Anthozoa,accepted,1292,Anthozoa,Subphylum
443258,Hexacorallia,443257,c50707,3270,1340,Class,Hexacorallia,accepted,1340,Hexacorallia,Class
443259,Actiniaria,443258,c50707,3270,1360,Order,Actiniaria,accepted,1360,Actiniaria,Order
443264,Anemones,443259,bbaaaa,3270,,Arbitrary,,,,,
443266,Demospongiae,443252,ba66ff,3270,164811,Class,Demospongiae,accepted,164811,Demospongiae,Class
443267,Sponge (demospongiae),443266,bbaaaa,3270,,Arbitrary,,,,,
443268,Sponge (hexactinellidae),443253,bbaaaa,3270,,Arbitrary,,,,,
443269,Corals (hard),443256,bbaaaa,3270,,Arbitrary,,,,,
443270,Corals (soft),443256,bbaaaa,3270,,Arbitrary,,,,,
443271,Medusozoa,443256,c50707,3270,1740301,Subphylum,Medusozoa,accepted,1740301,Medusozoa,Subphylum
443272,Hydrozoa,443271,c50707,3270,1337,Class,Hydrozoa,accepted,1337,Hydrozoa,Class
443273,Hydroids,443272,bbaaaa,3270,,Arbitrary,,,,,
443274,Bivalvia,443205,f2d649,3270,105,Class,Bivalvia,accepted,105,Bivalvia,Class
443275,Molluscs (bivalves),443274,bbaaaa,3270,,Arbitrary,,,,,
443276,Brachiopoda,443147,bbe62e,3270,1803,Phylum,Brachiopoda,accepted,1803,Brachiopoda,Phylum
443277,Brachiopods,443276,bbaaaa,3270,,Arbitrary,,,,,
443278,Bryozoa,443147,0dff6a,3270,146142,Phylum,Bryozoa,accepted,146142,Bryozoa,Phylum
443279,Bryozoans,443278,bbaaaa,3270,,Arbitrary,,,,,
443280,Tube worms,443216,bbaaaa,3270,,Arbitrary,,,,,
443281,Tunicata,443148,30c8f2,3270,146420,Subphylum,Tunicata,accepted,146420,Tunicata,Subphylum
443282,Ascidiacea,443281,30c8f2,3270,1839,Class,Ascidiacea,accepted,1839,Ascidiacea,Class
443283,Ascidians (clonal),443282,bbaaaa,3270,,Arbitrary,,,,,
443284,Ascidians (solitary),443282,bbaaaa,3270,,Arbitrary,,,,,
443285,Thecostraca,443179,f230b8,3270,22388,Class,Thecostraca,accepted,22388,Thecostraca,Class
443286,Cirripedia,443285,f230b8,3270,1082,Subclass,Cirripedia,accepted,1082,Cirripedia,Subclass
443287,Barnacles,443286,bbaaaa,3270,,Arbitrary,,,,,
443288,Echiura,443216,94ff4d,3270,1269,Subclass,Echiura,accepted,1269,Echiura,Subclass
443289,Chromista,443146,7cd5b4,3270,7,Kingdom,Chromista,accepted,7,Chromista,Kingdom
443290,Harosa,443289,7cd5b4,3270,582419,Subkingdom,Harosa,accepted,582419,Harosa,Subkingdom
443291,Rhizaria,443290,7cd5b4,3270,582420,Infrakingdom,Rhizaria,accepted,582420,Rhizaria,Infrakingdom
443292,Foraminifera,443291,7cd5b4,3270,1410,Phylum,Foraminifera,accepted,1410,Foraminifera,Phylum
443293,Monothalamea,443292,7cd5b4,3270,744106,Class,Monothalamea,accepted,744106,Monothalamea,Class
443294,Xenophyophoroidea,443293,7cd5b4,3270,736980,Suborder,Xenophyophoroidea,accepted,736980,Xenophyophoroidea,Suborder
443295,Xenophyophore,443294,bbaaaa,3270,,Arbitrary,,,,,
443296,Chemoherm,443116,f26f55,3270,,Arbitrary,,,,,
443297,Bioturbation,,640cf2,3270,,Arbitrary,,,,,
443298,Spiral (hemichordate),443297,640cf2,3270,,Arbitrary,,,,,
443299,Thaliacea,443281,30c8f2,3270,22626,Class,Thaliacea,accepted,22626,Thaliacea,Class
443300,Salpida,443299,30c8f2,3270,137214,Order,Salpida,accepted,137214,Salpida,Order
443301,Salp,443300,bbaaaa,3270,,Arbitrary,,,,,
443302,Bony fish,443151,bbaaaa,3270,,Arbitrary,,,,,
443303,Chondrichthyes,443150,30c8f2,3270,1517375,Parvphylum,Chondrichthyes,accepted,1517375,Chondrichthyes,Parvphylum
443304,Cartilagenous fish,443303,bbaaaa,3270,,Arbitrary,,,,,
443305,Trachichthyiformes,443154,30c8f2,3270,1517487,Order,Trachichthyiformes,accepted,1517487,Trachichthyiformes,Order
443306,Trachichthyidae,443305,30c8f2,3270,125459,Family,Trachichthyidae,accepted,125459,Trachichthyidae,Family
443307,Hoplostethus,443306,30c8f2,3270,125706,Genus,Hoplostethus,accepted,125706,Hoplostethus,Genus
443308,Hoplostethus atlanticus,443307,30c8f2,3270,126402,Species,Hoplostethus atlanticus,accepted,126402,Hoplostethus atlanticus,Species
443309,Orange Roughy,443308,bbaaaa,3270,,Arbitrary,,,,,
443310,Zeiformes,443154,30c8f2,3270,10919,Order,Zeiformes,accepted,10919,Zeiformes,Order
443311,Oreosomatidae,443310,30c8f2,3270,125616,Family,Oreosomatidae,accepted,125616,Oreosomatidae,Family
443312,Oreos,443311,bbaaaa,3270,,Arbitrary,,,,,
443313,Gadiformes,443154,30c8f2,3270,10313,Order,Gadiformes,accepted,10313,Gadiformes,Order
443314,Macrouridae,443313,30c8f2,3270,125471,Family,Macrouridae,accepted,125471,Macrouridae,Family
443315,Rattails,443314,bbaaaa,3270,,Arbitrary,,,,,
443316,Elasmobranchii,443303,30c8f2,3270,10193,Class,Elasmobranchii,accepted,10193,Elasmobranchii,Class
443317,Neoselachii,443316,30c8f2,3270,368407,Subclass,Neoselachii,accepted,368407,Neoselachii,Subclass
443320,Batoidea,443317,30c8f2,3270,368409,Infraclass,Batoidea,accepted,368409,Batoidea,Infraclass
443321,Rays,443320,bbaaaa,3270,,Arbitrary,,,,,
443322,Decapodiformes,443235,f2d649,3270,325342,Superorder,Decapodiformes,accepted,325342,Decapodiformes,Superorder
443323,Squid (Mollusc Teuthidae),443322,bbaaaa,3270,,Arbitrary,,,,,
443324,Anguilliformes,443154,30c8f2,3270,10295,Order,Anguilliformes,accepted,10295,Anguilliformes,Order
443325,Eels,443324,bbaaaa,3270,,Arbitrary,,,,,
443326,Forcipulatida,443224,2ee693,3270,123086,Order,Forcipulatida,accepted,123086,Forcipulatida,Order
443327,Zoroasteridae,443326,2ee693,3270,123125,Family,Zoroasteridae,accepted,123125,Zoroasteridae,Family
443329,Zoroaster,443327,2ee693,3270,123237,Genus,Zoroaster,accepted,123237,Zoroaster,Genus
443330,Zoroaster sp,443329,2ee693,3270,,Arbitrary,,,,,
443331,Asteriidae,443326,2ee693,3270,123121,Family,Asteriidae,accepted,123121,Asteriidae,Family
443332,Zoroasteridae/Asteriidae,443326,2ee693,3270,,Arbitrary,,,,,
443333,Stichasteridae,443326,2ee693,3270,152515,Family,Stichasteridae,accepted,152515,Stichasteridae,Family
443334,Cosmasterias,443333,2ee693,3270,172541,Genus,Cosmasterias,accepted,172541,Cosmasterias,Genus
443335,Cosmasterias dyscrita,443334,2ee693,3270,291597,Species,Cosmasterias dyscrita,accepted,291597,Cosmasterias dyscrita,Species
443336,Pseudechinaster,443333,2ee693,3270,255060,Genus,Pseudechinaster,accepted,255060,Pseudechinaster,Genus
443337,Pseudechinaster rubens,443336,2ee693,3270,255061,Species,Pseudechinaster rubens,accepted,255061,Pseudechinaster rubens,Species
443338,Valvatacea,443223,2ee693,3270,582528,Superorder,Valvatacea,accepted,582528,Valvatacea,Superorder
443339,Paxillosida,443338,2ee693,3270,123088,Order,Paxillosida,accepted,123088,Paxillosida,Order
443340,Benthopectinidae,443339,2ee693,3270,123126,Family,Benthopectinidae,accepted,123126,Benthopectinidae,Family
443341,Benthopecten,443340,2ee693,3270,123239,Genus,Benthopecten,accepted,123239,Benthopecten,Genus
443342,Benthopecten sp,443341,2ee693,3270,,Arbitrary,,,,,
443343,Spinulosacea,443223,2ee693,3270,582529,Superorder,Spinulosacea,accepted,582529,Spinulosacea,Superorder
443344,Spinulosida,443343,2ee693,3270,123089,Order,Spinulosida,accepted,123089,Spinulosida,Order
443345,Echinasteridae,443344,2ee693,3270,123132,Family,Echinasteridae,accepted,123132,Echinasteridae,Family
443346,Henricia,443345,30f2a8,3270,123276,Genus,Henricia,accepted,123276,Henricia,Genus
443347,Henricia sp.,443346,30f2a8,3270,,Arbitrary,,,,,
443348,Astropectinidae,443339,2ee693,3270,123127,Family,Astropectinidae,accepted,123127,Astropectinidae,Family
443349,Dipsacaster,443348,2ee693,3270,178680,Genus,Dipsacaster,accepted,178680,Dipsacaster,Genus
443350,Dipsacaster sp,443349,2ee693,3270,,Arbitrary,,,,,
443351,Dipsacaster magnificus,443349,2ee693,3270,291693,Species,Dipsacaster magnificus,accepted,291693,Dipsacaster magnificus,Species
443352,Plutonaster/Dytaster,443348,2ee693,3270,,Arbitrary,,,,,
443353,Astromesites/Psilaster/Proserpinaster,443348,2ad487,3270,,Arbitrary,,,,,
443354,Radiasteridae,443339,2ee693,3270,123131,Family,Radiasteridae,accepted,123131,Radiasteridae,Family
443355,Radiaster,443354,2ee693,3270,123272,Genus,Radiaster,accepted,123272,Radiaster,Genus
443356,Radiaster sp,443355,2ee693,3270,,Arbitrary,,,,,
443357,Valvatida,443338,2ee693,3270,123090,Order,Valvatida,accepted,123090,Valvatida,Order
443358,Goniasteridae,443357,2ee693,3270,123135,Family,Goniasteridae,accepted,123135,Goniasteridae,Family
443359,Hippasterinae,443358,2ee693,3270,292827,Subfamily,Hippasterinae,accepted,292827,Hippasterinae,Subfamily
443360,Hippasteria,443359,2ee693,3270,123297,Genus,Hippasteria,accepted,123297,Hippasteria,Genus
443361,Hippasteria sp,443360,2ee693,3270,,Arbitrary,,,,,
443362,Mediasterinae,443358,2ee693,3270,932110,Subfamily,Mediasterinae,accepted,932110,Mediasterinae,Subfamily
443363,Mediaster,443362,2ee693,3270,123298,Genus,Mediaster,accepted,123298,Mediaster,Genus
443364,Mediaster sp,443363,2ee693,3270,,Arbitrary,,,,,
443365,Plinthaster/Ceramaster,443358,2ee693,3270,,Arbitrary,,,,,
443366,Pillsburiaster,443358,2ee693,3270,178131,Genus,Pillsburiaster,accepted,178131,Pillsburiaster,Genus
443367,Pillsburiaster sp.,443366,2ee693,3270,,Arbitrary,,,,,
443368,Ceramaster,443358,2ee693,3270,123291,Genus,Ceramaster,accepted,123291,Ceramaster,Genus
443369,Ceramaster sp,443368,2ee693,3270,,Arbitrary,,,,,
443370,Lithosoma/Pseudarchaster,443358,2ee693,3270,,Arbitrary,,,,,
443371,Lithosoma,443358,2ee693,3270,206643,Genus,Lithosoma,accepted,206643,Lithosoma,Genus
443372,Lithosoma novaezelandiae,443371,2ee693,3270,291642,Species,Lithosoma novaezelandiae,accepted,291642,Lithosoma novaezelandiae,Species
443373,Lithosoma novazealandiae,443372,e62d2d,3270,,Arbitrary,,,,,
443374,Velatida,443223,2ee693,3270,123091,Order,Velatida,accepted,123091,Velatida,Order
443375,Pterasteridae,443374,2ee693,3270,123142,Family,Pterasteridae,accepted,123142,Pterasteridae,Family
443376,Hymenaster,443375,2ee693,3270,123333,Genus,Hymenaster,accepted,123333,Hymenaster,Genus
443377,Hymenaster sp,443376,2ee693,3270,,Arbitrary,,,,,
443378,Solasteridae,443357,2ee693,3270,123143,Family,Solasteridae,accepted,123143,Solasteridae,Family
443379,Solaster,443378,79f2b6,3270,123338,Genus,Solaster,accepted,123338,Solaster,Genus
443380,Solaster torulatus,443379,79f2b6,3270,291557,Species,Solaster torulatus,accepted,291557,Solaster torulatus,Species
443381,Crossaster,443378,2ee693,3270,123336,Genus,Crossaster,accepted,123336,Crossaster,Genus
443382,Crossaster multispinus,443381,2ee693,3270,291558,Species,Crossaster multispinus,unaccepted,178534,Crossaster penicillatus,Species
443383,Brisingid 1,443225,bbaaaa,3270,,Arbitrary,,,,,
443384,Brisingid 2,443225,bbaaaa,3270,,Arbitrary,,,,,
443385,Brisingid 3,443225,bbaaaa,3270,,Arbitrary,,,,,
443386,Myophiuroida,443167,2ee693,3270,1416548,Subclass,Myophiuroida,accepted,1416548,Myophiuroida,Subclass
443387,Metophiurida,443386,2ee693,3270,1062634,Infraclass,Metophiurida,accepted,1062634,Metophiurida,Infraclass
443388,Euryophiurida,443387,2ee693,3270,1062636,Superorder,Euryophiurida,accepted,1062636,Euryophiurida,Superorder
443389,Ophiurida,443388,2ee693,3270,123117,Order,Ophiurida,accepted,123117,Ophiurida,Order
443390,Ophiomusina,443389,2ee693,3270,1075310,Suborder,Ophiomusina,accepted,1075310,Ophiomusina,Suborder
443391,Ophiosphalmidae,443390,2ee693,3270,1116865,Family,Ophiosphalmidae,accepted,1116865,Ophiosphalmidae,Family
443392,Ophiomusium,443391,2ee693,3270,123566,Genus,Ophiomusium,accepted,123566,Ophiomusium,Genus
443393,Ophiomusium lymani,443392,2ee693,3270,124895,Species,Ophiomusium lymani,unaccepted,245559,Ophiomusa lymani,Species
443394,Ophintegrida,443387,2ee693,3270,1062660,Superorder,Ophintegrida,accepted,1062660,Ophintegrida,Superorder
443395,Ophiacanthida,443394,2ee693,3270,1062662,Order,Ophiacanthida,accepted,1062662,Ophiacanthida,Order
443396,Ophiacanthina,443395,2ee693,3270,1062663,Suborder,Ophiacanthina,accepted,1062663,Ophiacanthina,Suborder
443397,Ophiacanthidae,443396,2ee693,3270,123204,Family,Ophiacanthidae,accepted,123204,Ophiacanthidae,Family
443398,Amphilepidida,443394,2ee693,3270,1062666,Order,Amphilepidida,accepted,1062666,Amphilepidida,Order
443399,Gnathophiurina,443398,2ee693,3270,196221,Suborder,Gnathophiurina,accepted,196221,Gnathophiurina,Suborder
443400,Amphiuroidea,443399,2ee693,3270,1077097,Superfamily,Amphiuroidea,accepted,1077097,Amphiuroidea,Superfamily
443401,Amphiuridae,443400,2ee693,3270,123206,Family,Amphiuridae,accepted,123206,Amphiuridae,Family
443402,Ophiodermatina,443395,2ee693,3270,368125,Suborder,Ophiodermatina,accepted,368125,Ophiodermatina,Suborder
443403,Ophiodermatoidea,443402,2ee693,3270,1062664,Superfamily,Ophiodermatoidea,accepted,1062664,Ophiodermatoidea,Superfamily
443404,Ophiomyxidae,443403,2ee693,3270,123209,Family,Ophiomyxidae,accepted,123209,Ophiomyxidae,Family
443405,Ophiomyxa,443404,2ee693,3270,123631,Genus,Ophiomyxa,accepted,123631,Ophiomyxa,Genus
443406,Ophiomyxa brevirima,443405,2ee693,3270,243858,Species,Ophiomyxa brevirima,accepted,243858,Ophiomyxa brevirima,Species
443407,Ophiurida unspecified,443389,bbaaaa,3270,,Arbitrary,,,,,
443408,Unknown ophiurida 1,443389,bbaaaa,3270,,Arbitrary,,,,,
443409,Euryalida,443388,2ee693,3270,242196,Order,Euryalida,accepted,242196,Euryalida,Order
