id,name,parent_id,color,label_tree_id,source_id,rank,scientificname,status,valid_AphiaID,valid_name,valid_rank
443781,Petrosia,443780,ba66ff,3270,131847,Genus,Petrosia,accepted,131847,Petrosia,Genus
443782,Encrusting sponges,443252,bbaaaa,3270,,Arbitrary,,,,,
443783,Lyssacinosida,443254,ba66ff,3270,171834,Order,Lyssacinosida,accepted,171834,Lyssacinosida,Order
443784,Rossellidae,443783,ba66ff,3270,131694,Family,Rossellidae,accepted,131694,Rossellidae,Family
443785,Hyalascus,443784,ba66ff,3270,172083,Genus,Hyalascus,accepted,172083,Hyalascus,Genus
443786,Hyalascus n. sp,443785,ba66ff,3270,,Arbitrary,,,,,
443787,Euplectellidae,443783,ba66ff,3270,131692,Family,Euplectellidae,accepted,131692,Euplectellidae,Family
443788,Euplectellinae,443787,b262f4,3270,171888,Subfamily,Euplectellinae,accepted,171888,Euplectellinae,Subfamily
443789,Euplectella,443788,b965fd,3270,132114,Genus,Euplectella,accepted,132114,Euplectella,Genus
443790,Euplectella regalis,443789,ff6666,3270,171907,Species,Euplectella regalis,unaccepted,387345,Euplectella aspergillum regalis,Subspecies
443791,Sceptrulophora,443254,ba66ff,3270,605841,Order,Sceptrulophora,accepted,605841,Sceptrulophora,Order
443792,Farreidae,443791,ba66ff,3270,131689,Family,Farreidae,accepted,131689,Farreidae,Family
443793,Farreidae (?),443792,ba66ff,3270,,Arbitrary,,,,,
443794,Malacalcyonacea,443496,c50707,3270,1609357,Order,Malacalcyonacea,accepted,1609357,Malacalcyonacea,Order
443795,Isididae,443794,c50707,3270,125276,Family,Isididae,accepted,125276,Isididae,Family
443796,Pennatulacea 1,443498,c59c07,3270,,Arbitrary,,,,,
443797,Pennatulacea 2,443498,c59c07,3270,,Arbitrary,,,,,
443798,Pennatulacea 3,443498,c59c07,3270,,Arbitrary,,,,,
443799,Pennatulacea 4,443498,c59c07,3270,,Arbitrary,,,,,
443800,Pennatulacea 5,443498,c59c07,3270,,Arbitrary,,,,,
443801,Vacatina,443500,c50707,3270,1517259,Suborder,Vacatina,accepted,1517259,Vacatina,Suborder
443802,Caryophylliidae,443801,c50707,3270,135073,Family,Caryophylliidae,accepted,135073,Caryophylliidae,Family
443803,Solenosmilia,443802,c50707,3270,135101,Genus,Solenosmilia,accepted,135101,Solenosmilia,Genus
443804,Solenosmilia variabilis,443803,c50707,3270,135168,Species,Solenosmilia variabilis,accepted,135168,Solenosmilia variabilis,Species
443805,Madreporidae,443801,c50707,3270,1749892,Family,Madreporidae,accepted,1749892,Madreporidae,Family
443806,Madrepora,443805,c50707,3270,135123,Genus,Madrepora,accepted,135123,Madrepora,Genus
443807,Madrepora spp.,443806,c50707,3270,,Arbitrary,,,,,
443808,Refertina,443500,c50707,3270,1517258,Suborder,Refertina,accepted,1517258,Refertina,Suborder
443809,Dendrophylliidae,443808,c50707,3270,135074,Family,Dendrophylliidae,accepted,135074,Dendrophylliidae,Family
443810,Enallopsammia,443809,c50707,3270,135112,Genus,Enallopsammia,accepted,135112,Enallopsammia,Genus
443811,Enallopsammia spp.,443810,c50707,3270,,Arbitrary,,,,,
443812,cup corals (stalked),443500,bbaaaa,3270,,Arbitrary,,,,,
443813,cup corals (cup),443500,bbaaaa,3270,,Arbitrary,,,,,
443814,Desmophyllum/ Caryophyllia,443500,c50707,3270,,Arbitrary,,,,,
443815,Megaleledone,443659,f2d649,3270,325323,Genus,Megaleledone,accepted,325323,Megaleledone,Genus
443816,Megaleledone setebos,443815,f2d649,3270,325324,Species,Megaleledone setebos,accepted,325324,Megaleledone setebos,Species
443817,Flabellidae,443808,c50707,3270,135075,Family,Flabellidae,accepted,135075,Flabellidae,Family
443818,Flabellum,443817,c50707,3270,135114,Genus,Flabellum,accepted,135114,Flabellum,Genus
443819,Flabellum rubrum,443818,c59c07,3270,1417099,Species,Flabellum rubrum,superseded combination,287039,Monomyces rubrum,Species
443820,Flabellum 1,443818,c50707,3270,,Arbitrary,,,,,
443821,Flabellum 3,443818,c50707,3270,,Arbitrary,,,,,
443822,Flabellum loure kexeii,443818,c59c07,3270,,Arbitrary,,,,,
443823,Flabellum knoxi,443818,c59c07,3270,1449415,Species,Flabellum knoxi,alternative representation,287012,Flabellum (Flabellum) knoxi,Species
443824,Scleralcyonacea,443496,c50707,3270,1609355,Order,Scleralcyonacea,accepted,1609355,Scleralcyonacea,Order
443825,Coralliidae,443824,c50707,3270,125280,Family,Coralliidae,accepted,125280,Coralliidae,Family
443826,Anthomastinae,443825,c50707,3270,1510270,Subfamily,Anthomastinae,accepted,1510270,Anthomastinae,Subfamily
443827,Anthomastus,443826,c50707,3270,125285,Genus,Anthomastus,accepted,125285,Anthomastus,Genus
443828,Anthomastus sp.,443827,c50707,3270,,Arbitrary,,,,,
443829,Goniocorella,443802,c50707,3270,267452,Genus,Goniocorella,accepted,267452,Goniocorella,Genus
443830,Goniocorella dumosa,443829,c50707,3270,290021,Species,Goniocorella dumosa,accepted,290021,Goniocorella dumosa,Species
443831,Primnoidae,443824,c50707,3270,125278,Family,Primnoidae,accepted,125278,Primnoidae,Family
443832,Callogorgia,443831,c50707,3270,125317,Genus,Callogorgia,accepted,125317,Callogorgia,Genus
443833,Callogorgia spp,443832,c50707,3270,,Arbitrary,,,,,
443834,Primnoella,443831,c50707,3270,125322,Genus,Primnoella,accepted,125322,Primnoella,Genus
443835,Primnoella spp,443834,c50707,3270,,Arbitrary,,,,,
443836,Thouarella,443831,c50707,3270,125323,Genus,Thouarella,accepted,125323,Thouarella,Genus
443837,Paragorgiidae,443824,c59c07,3270,125281,Family,Paragorgiidae,junior subjective synonym,125280,Coralliidae,Family
443838,paragorgiidae,443837,c59c07,3270,,Arbitrary,,,,,
443839,Paragorgia,443825,c50707,3270,125326,Genus,Paragorgia,accepted,125326,Paragorgia,Genus
443840,Paragorgia spp,443839,c50707,3270,,Arbitrary,,,,,
443841,Sibogagorgia,443825,c50707,3270,267835,Genus,Sibogagorgia,accepted,267835,Sibogagorgia,Genus
443842,Sibogagorgia spp,443841,c50707,3270,,Arbitrary,,,,,
443843,Chrysogorgiidae,443824,c50707,3270,125273,Family,Chrysogorgiidae,accepted,125273,Chrysogorgiidae,Family
443844,Radicipes,443843,c50707,3270,125297,Genus,Radicipes,accepted,125297,Radicipes,Genus
443845,Radicipes spp,443844,c50707,3270,,Arbitrary,,,,,
443846,Corallium,443825,c50707,3270,125325,Genus,Corallium,accepted,125325,Corallium,Genus
443847,Corallium sp.,443846,c50707,3270,,Arbitrary,,,,,
443848,Errina,443505,c50707,3270,117242,Genus,Errina,accepted,117242,Errina,Genus
443849,Errina spp,443848,c50707,3270,,Arbitrary,,,,,
443850,Schizopathidae,443501,c50707,3270,266964,Family,Schizopathidae,accepted,266964,Schizopathidae,Family
443851,Bathypathes,443850,c50707,3270,103304,Genus,Bathypathes,accepted,103304,Bathypathes,Genus
443852,Alcyoniidae,443794,c50707,3270,125269,Family,Alcyoniidae,accepted,125269,Alcyoniidae,Family
443853,Dendrobathypathes,443850,c50707,3270,267372,Genus,Dendrobathypathes,accepted,267372,Dendrobathypathes,Genus
443854,Clavulariidae,443794,c50707,3270,125270,Family,Clavulariidae,accepted,125270,Clavulariidae,Family
443855,Clavularia,443854,c50707,3270,125286,Genus,Clavularia,accepted,125286,Clavularia,Genus
443856,Clavularia spp,443855,c50707,3270,,Arbitrary,,,,,
443857,Antipathidae,443501,c50707,3270,103301,Family,Antipathidae,accepted,103301,Antipathidae,Family
443858,Antipathes,443857,c50707,3270,103302,Genus,Antipathes,accepted,103302,Antipathes,Genus
443859,Ceriantharia,443258,c50707,3270,1361,Order,Ceriantharia,accepted,1361,Ceriantharia,Order
443860,Ceriantharia spp,443859,c50707,3270,,Arbitrary,,,,,
443861,Taiaroidae,443794,c50707,3270,266951,Family,Taiaroidae,accepted,266951,Taiaroidae,Family
443862,Taiaroa,443861,c50707,3270,267887,Genus,Taiaroa,accepted,267887,Taiaroa,Genus
443863,Taiaroa tauhou,443862,c50707,3270,291172,Species,Taiaroa tauhou,accepted,291172,Taiaroa tauhou,Species
443864,Sedentaria,443216,94ff4d,3270,754175,Subclass,Sedentaria,accepted,754175,Sedentaria,Subclass
443865,Canalipalpata,443864,94ff4d,3270,154974,Infraclass,Canalipalpata,accepted,154974,Canalipalpata,Infraclass
443866,Sabellida,443865,94ff4d,3270,901,Order,Sabellida,accepted,901,Sabellida,Order
443867,Sabellidae,443866,94ff4d,3270,985,Family,Sabellidae,accepted,985,Sabellidae,Family
443868,Sabellidae (fan worm),443867,bbaaaa,3270,,Arbitrary,,,,,
443869,Crinoidea (stalked),443175,bbaaaa,3270,,Arbitrary,,,,,
443870,Cnidaria incertae sedis,443256,c59c07,3270,135218,Subphylum,Cnidaria incertae sedis,temporary name,135218,Cnidaria incertae sedis,Subphylum
443871,Medusa,443870,c59c07,3270,596365,Genus,Medusa,nomen dubium,,,
443878,Tubiporidae,443794,c50707,3270,196208,Family,Tubiporidae,accepted,196208,Tubiporidae,Family
443879,Telesto,443878,c50707,3270,177688,Genus,Telesto,accepted,177688,Telesto,Genus
443880,Telesto sp.,443879,c50707,3270,,Arbitrary,,,,,
443881,Rhodelinda,443878,c50707,3270,267809,Genus,Rhodelinda,accepted,267809,Rhodelinda,Genus
443882,Rhodelinda spp,443881,c50707,3270,,Arbitrary,,,,,
443883,FISH,443158,e645b5,3270,,Arbitrary,,,,,
443884,Pleuronectiformes,443154,30c8f2,3270,10331,Order,Pleuronectiformes,accepted,10331,Pleuronectiformes,Order
443885,Achiropsettidae,443884,30c8f2,3270,154169,Family,Achiropsettidae,accepted,154169,Achiropsettidae,Family
443886,ACHIROPSETTIDAE,443885,30c8f2,3270,,Arbitrary,,,,,
443887,Mancopsetta,443885,30c8f2,3270,205796,Genus,Mancopsetta,accepted,205796,Mancopsetta,Genus
443888,Mancopsetta maculata,443887,30c8f2,3270,234783,Species,Mancopsetta maculata,accepted,234783,Mancopsetta maculata,Species
443889,Alepocephaliformes,443154,30c8f2,3270,1517449,Order,Alepocephaliformes,accepted,1517449,Alepocephaliformes,Order
443890,Alepocephalidae,443889,30c8f2,3270,125507,Family,Alepocephalidae,accepted,125507,Alepocephalidae,Family
443891,ALEPOCEPHALIDAE,443890,30c8f2,3270,,Arbitrary,,,,,
443892,Aulopiformes,443154,30c8f2,3270,10308,Order,Aulopiformes,accepted,10308,Aulopiformes,Order
443893,Anotopteridae,443892,30c8f2,3270,125440,Family,Anotopteridae,accepted,125440,Anotopteridae,Family
443894,ANOTOPTERIDAE,443893,30c8f2,3270,,Arbitrary,,,,,
443895,Anotopterus,443893,30c8f2,3270,125662,Genus,Anotopterus,accepted,125662,Anotopterus,Genus
443896,Anotopterus pharao,443895,30c8f2,3270,126334,Species,Anotopterus pharao,accepted,126334,Anotopterus pharao,Species
443897,Artedidraconidae,443156,30c8f2,3270,151398,Family,Artedidraconidae,accepted,151398,Artedidraconidae,Family
443898,ARTEDIDRACONIDAE,443897,30c8f2,3270,,Arbitrary,,,,,
443899,Artedidraco,443897,30c8f2,3270,234581,Genus,Artedidraco,accepted,234581,Artedidraco,Genus
443900,Artedidraco glareobarbatus,443899,30c8f2,3270,279404,Species,Artedidraco glareobarbatus,accepted,279404,Artedidraco glareobarbatus,Species
443901,Artedidraco loennbergi,443899,f23131,3270,234615,Species,Artedidraco loennbergi,unaccepted,1803734,Neodraco lonnbergi,Species
443902,Artedidraco orianae,443899,30c8f2,3270,234592,Species,Artedidraco orianae,accepted,234592,Artedidraco orianae,Species
443903,Artedidraco shackletoni,443899,30c8f2,3270,234817,Species,Artedidraco shackletoni,accepted,234817,Artedidraco shackletoni,Species
443904,Artedidraco skottsbergi,443899,f23131,3270,234621,Species,Artedidraco skottsbergi,superseded combination,1765023,Neodraco skottsbergi,Species
443905,Dolloidraco,443897,30c8f2,3270,234530,Genus,Dolloidraco,accepted,234530,Dolloidraco,Genus
443906,Dolloidraco longedorsalis,443905,30c8f2,3270,234696,Species,Dolloidraco longedorsalis,accepted,234696,Dolloidraco longedorsalis,Species
443907,Histiodraco,443897,30c8f2,3270,234548,Genus,Histiodraco,accepted,234548,Histiodraco,Genus
443908,Histiodraco velifer,443907,30c8f2,3270,234790,Species,Histiodraco velifer,accepted,234790,Histiodraco velifer,Species
443909,Pogonophryne,443897,30c8f2,3270,234571,Genus,Pogonophryne,accepted,234571,Pogonophryne,Genus
443910,Pogonophryne albipinna,443909,30c8f2,3270,279379,Species,Pogonophryne albipinna,accepted,279379,Pogonophryne albipinna,Species
443911,Pogonophryne barsukovi,443909,30c8f2,3270,234826,Species,Pogonophryne barsukovi,accepted,234826,Pogonophryne barsukovi,Species
443912,Pogonophryne cerebropogon,443909,30c8f2,3270,234832,Species,Pogonophryne cerebropogon,accepted,234832,Pogonophryne cerebropogon,Species
443913,Pogonophryne immaculata,443909,39a1e6,3270,234814,Species,Pogonophryne immaculata,accepted,234814,Pogonophryne immaculata,Species
443914,Pogonophryne lanceobarbata,443909,30c8f2,3270,234838,Species,Pogonophryne lanceobarbata,accepted,234838,Pogonophryne lanceobarbata,Species
443915,Pogonophryne macropogon,443909,30c8f2,3270,234756,Species,Pogonophryne macropogon,accepted,234756,Pogonophryne macropogon,Species
443916,Pogonophryne marmorata,443909,30c8f2,3270,234730,Species,Pogonophryne marmorata,accepted,234730,Pogonophryne marmorata,Species
443917,Pogonophryne mentella,443909,30c8f2,3270,234668,Species,Pogonophryne mentella,accepted,234668,Pogonophryne mentella,Species
443918,Pogonophryne permitini,443909,30c8f2,3270,234611,Species,Pogonophryne permitini,accepted,234611,Pogonophryne permitini,Species
443919,Pogonophryne scotti,443909,30c8f2,3270,234837,Species,Pogonophryne scotti,accepted,234837,Pogonophryne scotti,Species
443920,Pogonophryne ventrimaculata,443909,30c8f2,3270,234793,Species,Pogonophryne ventrimaculata,accepted,234793,Pogonophryne ventrimaculata,Species
443921,ASTRONESTHIDAE,443158,e645b5,3270,,Arbitrary,,,,,
443922,Stomiiformes,443154,30c8f2,3270,10306,Order,Stomiiformes,accepted,10306,Stomiiformes,Order
443923,Stomiidae,443922,30c8f2,3270,125604,Family,Stomiidae,accepted,125604,Stomiidae,Family
443924,Astronesthinae,443923,30c8f2,3270,154228,Subfamily,Astronesthinae,accepted,154228,Astronesthinae,Subfamily
443925,Borostomias,443924,30c8f2,3270,126204,Genus,Borostomias,accepted,126204,Borostomias,Genus
443926,Borostomias antarcticus,443925,30c8f2,3270,127334,Species,Borostomias antarcticus,accepted,127334,Borostomias antarcticus,Species
443927,Bathydraconidae,443156,30c8f2,3270,151405,Family,Bathydraconidae,accepted,151405,Bathydraconidae,Family
443928,BATHYDRACONIDAE,443927,30c8f2,3270,,Arbitrary,,,,,
443929,Gymnodraconinae,443927,30c8f2,3270,826601,Subfamily,Gymnodraconinae,accepted,826601,Gymnodraconinae,Subfamily
443930,Acanthodraco,443929,30c8f2,3270,234567,Genus,Acanthodraco,accepted,234567,Acanthodraco,Genus
443931,Acanthodraco dewitti,443930,30c8f2,3270,234690,Species,Acanthodraco dewitti,accepted,234690,Acanthodraco dewitti,Species
443932,Bathydraconinae,443927,30c8f2,3270,826600,Subfamily,Bathydraconinae,accepted,826600,Bathydraconinae,Subfamily
443933,Akarotaxis,443932,30c8f2,3270,234543,Genus,Akarotaxis,accepted,234543,Akarotaxis,Genus
443934,Akarotaxis nudiceps,443933,ff7119,3270,234600,Species,Akarotaxis nudiceps,accepted,234600,Akarotaxis nudiceps,Species
443935,Bathydraco,443932,2cb7dd,3270,234552,Genus,Bathydraco,accepted,234552,Bathydraco,Genus
443936,Bathydraco antarcticus,443935,2fc6ef,3270,234794,Species,Bathydraco antarcticus,accepted,234794,Bathydraco antarcticus,Species
443937,Bathydraco c.f. antarcticus,443936,2fc6ef,3270,,Arbitrary,,,,,
443938,Bathydraco macrolepis,443935,30c8f2,3270,234597,Species,Bathydraco macrolepis,accepted,234597,Bathydraco macrolepis,Species
443939,Bathydraco marri,443935,30c8f2,3270,234816,Species,Bathydraco marri,accepted,234816,Bathydraco marri,Species
443940,Bathydraco scotiae,443935,18adf2,3270,234736,Species,Bathydraco scotiae,accepted,234736,Bathydraco scotiae,Species
443941,Cygnodraco,443932,30c8f2,3270,234584,Genus,Cygnodraco,accepted,234584,Cygnodraco,Genus
443942,Cygnodraco mawsoni,443941,30c8f2,3270,234834,Species,Cygnodraco mawsoni,accepted,234834,Cygnodraco mawsoni,Species
443943,Gerlachea,443932,30c8f2,3270,234529,Genus,Gerlachea,accepted,234529,Gerlachea,Genus
443944,Gerlachea australis,443943,30c8f2,3270,234808,Species,Gerlachea australis,accepted,234808,Gerlachea australis,Species
443945,Gymnodraco,443929,30c8f2,3270,234534,Genus,Gymnodraco,accepted,234534,Gymnodraco,Genus
443946,Gymnodraco acuticeps,443945,30c8f2,3270,234800,Species,Gymnodraco acuticeps,accepted,234800,Gymnodraco acuticeps,Species
443947,Prionodraco,443932,30c8f2,3270,234537,Genus,Prionodraco,accepted,234537,Prionodraco,Genus
443948,Prionodraco evansii,443947,30c8f2,3270,234777,Species,Prionodraco evansii,accepted,234777,Prionodraco evansii,Species
443949,Racovitzia,443932,30c8f2,3270,234574,Genus,Racovitzia,accepted,234574,Racovitzia,Genus
443950,Racovitzia glacialis,443949,30c8f2,3270,234799,Species,Racovitzia glacialis,accepted,234799,Racovitzia glacialis,Species
443951,Vomeridens,443932,30c8f2,3270,234528,Genus,Vomeridens,accepted,234528,Vomeridens,Genus
443952,Vomeridens infuscipinnis,443951,30c8f2,3270,234750,Species,Vomeridens infuscipinnis,accepted,234750,Vomeridens infuscipinnis,Species
443953,Argentiniformes,443154,30c8f2,3270,1321884,Order,Argentiniformes,accepted,1321884,Argentiniformes,Order
443954,Bathylagidae,443953,30c8f2,3270,125509,Family,Bathylagidae,accepted,125509,Bathylagidae,Family
443955,BATHYLAGIDAE,443954,30c8f2,3270,,Arbitrary,,,,,
443956,Bathylagus,443954,30c8f2,3270,125888,Genus,Bathylagus,accepted,125888,Bathylagus,Genus
443957,Bathylagus antarcticus,443956,30c8f2,3270,234631,Species,Bathylagus antarcticus,accepted,234631,Bathylagus antarcticus,Species
443958,Beryciformes,443154,30c8f2,3270,10322,Order,Beryciformes,accepted,10322,Beryciformes,Order
443959,Cetomimidae,443958,30c8f2,3270,125460,Family,Cetomimidae,accepted,125460,Cetomimidae,Family
443960,CETOMIMIDAE,443959,30c8f2,3270,,Arbitrary,,,,,
443961,Gyrinomimus,443959,30c8f2,3270,205036,Genus,Gyrinomimus,accepted,205036,Gyrinomimus,Genus
443962,Gyrinomimus grahami,443961,30c8f2,3270,221398,Species,Gyrinomimus grahami,accepted,221398,Gyrinomimus grahami,Species
443963,CHANNICHTHYIDAE,443161,30c8f2,3270,,Arbitrary,,,,,
443964,Chionobathyscus,443161,30c8f2,3270,234541,Genus,Chionobathyscus,accepted,234541,Chionobathyscus,Genus
443965,Chionobathyscus dewitti,443964,30c8f2,3270,234650,Species,Chionobathyscus dewitti,accepted,234650,Chionobathyscus dewitti,Species
443966,Cryodraco,443161,30c8f2,3270,234551,Genus,Cryodraco,accepted,234551,Cryodraco,Genus
443967,Cryodraco antarcticus,443966,30c8f2,3270,234720,Species,Cryodraco antarcticus,accepted,234720,Cryodraco antarcticus,Species
443968,Cryodraco atkinsoni,443966,f23131,3270,234773,Species,Cryodraco atkinsoni,superseded combination,1802004,Pagetodes atkinsoni,Species
443969,Chionodraco,443161,30c8f2,3270,234582,Genus,Chionodraco,accepted,234582,Chionodraco,Genus
443970,Chionodraco sp,443969,30c8f2,3270,,Arbitrary,,,,,
443971,Chionodraco hamatus,443969,30c8f2,3270,234795,Species,Chionodraco hamatus,accepted,234795,Chionodraco hamatus,Species
443972,Chionodraco myersi,443969,30c8f2,3270,234646,Species,Chionodraco myersi,accepted,234646,Chionodraco myersi,Species
443973,Chaenodraco,443161,30c8f2,3270,234533,Genus,Chaenodraco,accepted,234533,Chaenodraco,Genus
443974,Chaenodraco wilsoni,443973,30c8f2,3270,234609,Species,Chaenodraco wilsoni,accepted,234609,Chaenodraco wilsoni,Species
443975,Dacodraco,443161,30c8f2,3270,234522,Genus,Dacodraco,accepted,234522,Dacodraco,Genus
443976,Dacodraco hunteri,443975,30c8f2,3270,234614,Species,Dacodraco hunteri,accepted,234614,Dacodraco hunteri,Species
443977,Neopagetopsis,443161,30c8f2,3270,234521,Genus,Neopagetopsis,accepted,234521,Neopagetopsis,Genus
443978,Neopagetopsis ionah,443977,30c8f2,3270,234685,Species,Neopagetopsis ionah,accepted,234685,Neopagetopsis ionah,Species
443979,Pagetopsis,443161,30c8f2,3270,234539,Genus,Pagetopsis,accepted,234539,Pagetopsis,Genus
443980,Pagetopsis macropterus,443979,30c8f2,3270,234707,Species,Pagetopsis macropterus,accepted,234707,Pagetopsis macropterus,Species
443981,Pagetopsis maculatus,443979,f23131,3270,1621601,Species,Pagetopsis maculatus,misspelling - incorrect subsequent spelling,234796,Pagetopsis maculata,Species
443982,Scombriformes,443154,30c8f2,3270,1517490,Order,Scombriformes,accepted,1517490,Scombriformes,Order
443983,Chiasmodontidae,443982,30c8f2,3270,125529,Family,Chiasmodontidae,accepted,125529,Chiasmodontidae,Family
443984,CHIASMODONTIDAE,443983,30c8f2,3270,,Arbitrary,,,,,
443985,Kali,443983,2ebfe8,3270,125957,Genus,Kali,accepted,125957,Kali,Genus
443986,Kali sp.,443985,2ebfe8,3270,,Arbitrary,,,,,
443987,Gempylidae,443982,30c8f2,3270,125536,Family,Gempylidae,accepted,125536,Gempylidae,Family
443988,GEMPYLIDAE,443987,30c8f2,3270,,Arbitrary,,,,,
443989,Paradiplospinus,443987,30c8f2,3270,206025,Genus,Paradiplospinus,accepted,206025,Paradiplospinus,Genus
443990,Paradiplospinus gracilis,443989,30c8f2,3270,219693,Species,Paradiplospinus gracilis,accepted,219693,Paradiplospinus gracilis,Species
443991,Gonostomatidae,443922,30c8f2,3270,125601,Family,Gonostomatidae,accepted,125601,Gonostomatidae,Family
443992,GONOSTOMATIDAE,443991,30c8f2,3270,,Arbitrary,,,,,
443993,Cyclothone,443991,30c8f2,3270,126187,Genus,Cyclothone,accepted,126187,Cyclothone,Genus
443994,Cyclothone microdon,443993,30c8f2,3270,127286,Species,Cyclothone microdon,accepted,127286,Cyclothone microdon,Species
443995,Cyclothone pseudopallida,443993,30c8f2,3270,127289,Species,Cyclothone pseudopallida,accepted,127289,Cyclothone pseudopallida,Species
443996,Cottoidei,443155,30c8f2,3270,154417,Suborder,Cottoidei,accepted,154417,Cottoidei,Suborder
443997,Liparidae,443996,30c8f2,3270,234519,Family,Liparidae,accepted,234519,Liparidae,Family
443998,LIPARIDIDAE,443997,f23131,3270,,Arbitrary,,,,,
443999,Careproctus,443997,26f4ff,3270,126156,Genus,Careproctus,accepted,126156,Careproctus,Genus
444000,Careproctus ampliceps,443999,26f4ff,3270,234764,Species,Careproctus ampliceps,accepted,234764,Careproctus ampliceps,Species
444001,Careproctus catherinae,443999,30c8f2,3270,234620,Species,Careproctus catherinae,accepted,234620,Careproctus catherinae,Species
444002,Careproctus inflexidens,443999,30c8f2,3270,234598,Species,Careproctus inflexidens,accepted,234598,Careproctus inflexidens,Species
444003,Careproctus polarsterni,443999,3dc5f2,3270,234818,Species,Careproctus polarsterni,accepted,234818,Careproctus polarsterni,Species
444004,Careproctus pseudoprofundicola,443999,30c8f2,3270,234746,Species,Careproctus pseudoprofundicola,accepted,234746,Careproctus pseudoprofundicola,Species
444005,Careproctus vladibeckeri,443999,30c8f2,3270,274482,Species,Careproctus vladibeckeri,accepted,274482,Careproctus vladibeckeri,Species
444006,Edentoliparis,443997,30c8f2,3270,234526,Genus,Edentoliparis,unaccepted,126161,Paraliparis,Genus
444007,Edentoliparis terraenovae,444006,30c8f2,3270,234699,Species,Edentoliparis terraenovae,accepted,234699,Edentoliparis terraenovae,Species
444008,Paraliparis,443997,30c8f2,3270,126161,Genus,Paraliparis,accepted,126161,Paraliparis,Genus
444009,Paraliparis sp.,444008,30c8f2,3270,,Arbitrary,,,,,
444010,Paraliparis c.f. longipectoralis,444008,f23131,3270,,Arbitrary,,,,,
444011,Paraliparis andriashevi,444008,30c8f2,3270,234755,Species,Paraliparis andriashevi,accepted,234755,Paraliparis andriashevi,Species
444012,Paraliparis antarcticus,444008,30c8f2,3270,274548,Species,Paraliparis antarcticus,accepted,274548,Paraliparis antarcticus,Species
444013,Paraliparis devriesi,444008,30c8f2,3270,234658,Species,Paraliparis devriesi,accepted,234658,Paraliparis devriesi,Species
444014,Paraliparis fuscolingua,444008,30c8f2,3270,234634,Species,Paraliparis fuscolingua,accepted,234634,Paraliparis fuscolingua,Species
444015,Paraliparis macrocephalus,444008,30c8f2,3270,234652,Species,Paraliparis macrocephalus,accepted,234652,Paraliparis macrocephalus,Species
444016,Paraliparis rossi,444008,18bcf2,3270,234760,Species,Paraliparis rossi,accepted,234760,Paraliparis rossi,Species
444017,MACROURIDAE,443314,30c8f2,3270,,Arbitrary,,,,,
444018,Macrourinae,443314,30c8f2,3270,154232,Subfamily,Macrourinae,accepted,154232,Macrourinae,Subfamily
444019,Coryphaenoides,444018,30c8f2,3270,125748,Genus,Coryphaenoides,accepted,125748,Coryphaenoides,Genus
444020,Coryphaenoides armatus,444019,30c8f2,3270,158952,Species,Coryphaenoides armatus,accepted,158952,Coryphaenoides armatus,Species
444021,Coryphaenoides ferrieri,444019,30c8f2,3270,234589,Species,Coryphaenoides ferrieri,accepted,234589,Coryphaenoides ferrieri,Species
444022,Coryphaenoides lecointei,444019,30e9f2,3270,234596,Species,Coryphaenoides lecointei,accepted,234596,Coryphaenoides lecointei,Species
444023,Cynomacrurus,444018,30c8f2,3270,234535,Genus,Cynomacrurus,accepted,234535,Cynomacrurus,Genus
444024,Cynomacrurus piriei,444023,30c8f2,3270,234823,Species,Cynomacrurus piriei,accepted,234823,Cynomacrurus piriei,Species
444025,Macrourus,444018,30c8f2,3270,125752,Genus,Macrourus,accepted,125752,Macrourus,Genus
444026,Macrourus holotrachys,444025,30c8f2,3270,234831,Species,Macrourus holotrachys,accepted,234831,Macrourus holotrachys,Species
444027,Macrourus whitsoni,444025,30c8f2,3270,234606,Species,Macrourus whitsoni,accepted,234606,Macrourus whitsoni,Species
444028,Lophiiformes,443154,30c8f2,3270,10316,Order,Lophiiformes,accepted,10316,Lophiiformes,Order
444029,Melanocetidae,444028,30c8f2,3270,125494,Family,Melanocetidae,accepted,125494,Melanocetidae,Family
444030,MELANOCETIDAE,444029,30c8f2,3270,,Arbitrary,,,,,
444031,Melanocetus,444029,30c8f2,3270,125803,Genus,Melanocetus,accepted,125803,Melanocetus,Genus
444032,Melanocetus rossi,444031,30c8f2,3270,234637,Species,Melanocetus rossi,accepted,234637,Melanocetus rossi,Species
444033,Moridae,443313,30c8f2,3270,125474,Family,Moridae,accepted,125474,Moridae,Family
444034,Moridae (cods),444033,bbaaaa,3270,,Arbitrary,,,,,
444035,Antimora,444033,30c8f2,3270,125763,Genus,Antimora,accepted,125763,Antimora,Genus
444036,Antimora rostrata,444035,30c8f2,3270,126486,Species,Antimora rostrata,accepted,126486,Antimora rostrata,Species
444037,Halargyreus,444033,30c8f2,3270,125766,Genus,Halargyreus,accepted,125766,Halargyreus,Genus
444038,Halargyreus johnsonii,444037,30c8f2,3270,126489,Species,Halargyreus johnsonii,accepted,126489,Halargyreus johnsonii,Species
444039,Lepidion,444033,30c8f2,3270,125768,Genus,Lepidion,accepted,125768,Lepidion,Genus
444040,Lepidion sp.,444039,30c8f2,3270,,Arbitrary,,,,,
444041,Muraenolepididae,443313,30c8f2,3270,154631,Family,Muraenolepididae,accepted,154631,Muraenolepididae,Family
